date,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dateChecked,death,hospitalized,total,totalTestResults,posNeg,fips,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease
2020-03-31,OK,565.0,1229.0,,,177.0,,,,,,2020-03-31T20:00:00Z,23.0,177.0,1794,1794,1794,40,6.0,24.0,22.0,84.0,106.0
2020-03-31,OR,690.0,13136.0,,132.0,154.0,,,40.0,40.0,,2020-03-31T20:00:00Z,18.0,154.0,13826,13826,13826,41,2.0,14.0,859.0,84.0,943.0
2020-03-31,PA,4843.0,37645.0,,,514.0,,,,,,2020-03-31T20:00:00Z,63.0,514.0,42488,42488,42488,42,14.0,128.0,3868.0,756.0,4624.0
2020-03-31,PR,239.0,1195.0,854.0,,,,,,,,2020-03-31T20:00:00Z,8.0,,2288,1434,1434,72,2.0,0.0,264.0,65.0,329.0
2020-03-31,RI,488.0,3476.0,,59.0,59.0,9.0,9.0,6.0,6.0,35.0,2020-03-31T20:00:00Z,8.0,59.0,3964,3964,3964,44,4.0,18.0,289.0,80.0,369.0
2020-03-31,SC,1083.0,4616.0,,,259.0,,,,,,2020-03-31T20:00:00Z,22.0,259.0,5699,5699,5699,45,4.0,130.0,456.0,158.0,614.0
2020-03-31,SD,108.0,3609.0,0.0,,12.0,,,,,44.0,2020-03-31T20:00:00Z,1.0,12.0,3717,3717,3717,46,0.0,12.0,131.0,7.0,138.0
2020-03-31,TN,2239.0,25121.0,,,175.0,,,,,121.0,2020-03-31T20:00:00Z,23.0,175.0,27360,27360,27360,47,10.0,27.0,3651.0,405.0,4056.0
2020-03-31,TX,3266.0,39726.0,,,196.0,,,,,38.0,2020-03-31T20:00:00Z,41.0,196.0,42992,42992,42992,48,7.0,196.0,6723.0,389.0,7112.0
2020-03-31,UT,887.0,17626.0,,,73.0,,,,,,2020-03-31T20:00:00Z,5.0,73.0,18513,18513,18513,49,1.0,73.0,2429.0,81.0,2510.0
2020-03-31,VA,1250.0,12151.0,,,165.0,,,,,,2020-03-31T20:00:00Z,27.0,165.0,13401,13401,13401,51,2.0,29.0,1133.0,230.0,1363.0
2020-03-31,VI,30.0,126.0,24.0,,,,,,,21.0,2020-03-31T20:00:00Z,,,180,156,156,78,0.0,0.0,0.0,0.0,0.0
2020-03-31,VT,293.0,3957.0,,21.0,36.0,,,,,15.0,2020-03-31T20:00:00Z,13.0,36.0,4250,4250,4250,50,1.0,18.0,283.0,37.0,320.0
2020-03-31,WA,4896.0,60566.0,,,254.0,,,,,,2020-03-31T20:00:00Z,195.0,254.0,65462,65462,65462,53,0.0,0.0,0.0,0.0,0.0
2020-03-31,WI,1351.0,17375.0,,,337.0,,,,,,2020-03-31T20:00:00Z,16.0,337.0,18726,18726,18726,55,2.0,337.0,1519.0,130.0,1649.0
2020-03-31,WV,162.0,3981.0,,,1.0,,,,,,2020-03-31T20:00:00Z,1.0,1.0,4143,4143,4143,54,0.0,0.0,997.0,36.0,1033.0
2020-03-31,WY,109.0,1999.0,,,17.0,,,,,26.0,2020-03-31T20:00:00Z,0.0,17.0,2108,2108,2108,56,0.0,0.0,159.0,15.0,174.0
2020-03-30,AK,114.0,3540.0,,,7.0,,,,,,2020-03-30T20:00:00Z,3.0,7.0,3654,3654,3654,02,1.0,1.0,308.0,12.0,320.0
2020-03-30,AL,859.0,5694.0,,,,,,,,,2020-03-30T20:00:00Z,6.0,,6553,6553,6553,01,2.0,0.0,1510.0,53.0,1563.0
2020-03-30,AR,473.0,5262.0,,62.0,62.0,,,21.0,21.0,29.0,2020-03-30T20:00:00Z,7.0,62.0,5735,5735,5735,05,1.0,14.0,2235.0,47.0,2282.0
2020-03-30,AS,,,,,,,,,,,2020-03-30T20:00:00Z,0.0,,0,0,0,60,0.0,0.0,0.0,0.0,0.0
2020-03-30,AZ,1157.0,15602.0,,,78.0,,30.0,,,,2020-03-30T20:00:00Z,20.0,78.0,16759,16759,16759,04,3.0,0.0,2649.0,238.0,2887.0
2020-03-30,CA,6447.0,20549.0,64400.0,1432.0,1432.0,597.0,597.0,,,,2020-03-30T20:00:00Z,133.0,1432.0,91396,26996,26996,06,10.0,398.0,0.0,739.0,739.0
2020-03-30,CO,2627.0,12737.0,,,414.0,,,,,,2020-03-30T20:00:00Z,51.0,414.0,15364,15364,15364,08,7.0,140.0,1522.0,566.0,2088.0
2020-03-30,CT,2571.0,12029.0,,517.0,517.0,,,,,,2020-03-30T20:00:00Z,36.0,517.0,14600,14600,14600,09,2.0,113.0,2122.0,578.0,2700.0
2020-03-30,DC,401.0,2682.0,2.0,,,,,193.0,193.0,106.0,2020-03-30T20:00:00Z,9.0,,3085,3083,3083,11,4.0,0.0,213.0,59.0,272.0
2020-03-30,DE,264.0,2216.0,,,45.0,,,,,9.0,2020-03-30T20:00:00Z,6.0,45.0,2480,2480,2480,10,0.0,12.0,2180.0,32.0,2212.0
2020-03-30,FL,5473.0,48225.0,,,652.0,,,,,,2020-03-30T20:00:00Z,63.0,652.0,53698,53698,53698,12,7.0,58.0,9155.0,1227.0,10382.0
2020-03-30,GA,2809.0,9915.0,,,707.0,,,,,,2020-03-30T20:00:00Z,87.0,707.0,12724,12724,12724,13,7.0,41.0,2.0,158.0,160.0
2020-03-30,GU,58.0,352.0,,,19.0,,2.0,,,7.0,2020-03-30T20:00:00Z,1.0,19.0,410,410,410,66,0.0,4.0,18.0,2.0,20.0
2020-03-30,HI,175.0,7825.0,,,12.0,,,,,,2020-03-30T20:00:00Z,0.0,12.0,8000,8000,8000,15,0.0,0.0,976.0,24.0,1000.0
2020-03-30,IA,424.0,6162.0,,51.0,74.0,,,,,23.0,2020-03-30T20:00:00Z,6.0,74.0,6586,6586,6586,19,2.0,6.0,1149.0,88.0,1237.0
2020-03-30,ID,310.0,4396.0,,,39.0,,,,,,2020-03-30T20:00:00Z,6.0,39.0,4706,4706,4706,16,1.0,3.0,375.0,49.0,424.0
2020-03-30,IL,5057.0,25389.0,,,,,,,,,2020-03-30T20:00:00Z,73.0,,30446,30446,30446,17,8.0,0.0,2223.0,461.0,2684.0
2020-03-30,IN,1786.0,9872.0,,,,,,,,,2020-03-30T20:00:00Z,35.0,,11658,11658,11658,18,3.0,0.0,1556.0,272.0,1828.0
2020-03-30,KS,368.0,4554.0,,,66.0,,,,,,2020-03-30T20:00:00Z,8.0,66.0,4922,4922,4922,20,2.0,11.0,360.0,49.0,409.0
2020-03-30,KY,439.0,5579.0,,,,,,,,,2020-03-30T20:00:00Z,9.0,,6018,6018,6018,21,0.0,0.0,432.0,45.0,477.0
2020-03-30,LA,4025.0,30008.0,,,1185.0,,,,385.0,,2020-03-30T20:00:00Z,185.0,1185.0,34033,34033,34033,22,34.0,58.0,5677.0,485.0,6162.0
2020-03-30,MA,5752.0,37041.0,,,453.0,,,,,,2020-03-30T20:00:00Z,56.0,453.0,42793,42793,42793,25,8.0,54.0,2930.0,797.0,3727.0
2020-03-30,MD,1413.0,13316.0,,,353.0,,,,,,2020-03-30T20:00:00Z,15.0,353.0,14729,14729,14729,24,5.0,76.0,962.0,174.0,1136.0
2020-03-30,ME,275.0,3394.0,,,49.0,,,,,41.0,2020-03-30T20:00:00Z,3.0,49.0,3669,3669,3669,23,0.0,49.0,0.0,22.0,22.0
2020-03-30,MI,6498.0,11893.0,,,,,,,,,2020-03-30T20:00:00Z,184.0,,18391,18391,18391,26,52.0,0.0,0.0,1012.0,1012.0
2020-03-30,MN,576.0,18246.0,,56.0,92.0,24.0,24.0,,,,2020-03-30T20:00:00Z,10.0,92.0,18822,18822,18822,27,1.0,17.0,1092.0,73.0,1165.0
2020-03-30,MO,1031.0,13204.0,,,,,,,,,2020-03-30T20:00:00Z,13.0,,14235,14235,14235,29,3.0,0.0,1657.0,193.0,1850.0
2020-03-30,MP,2.0,,,,,,,,,,2020-03-30T20:00:00Z,,,2,2,2,69,0.0,0.0,0.0,0.0,0.0
2020-03-30,MS,847.0,2989.0,,,195.0,,,,,,2020-03-30T20:00:00Z,16.0,195.0,3836,3836,3836,28,2.0,-40.0,429.0,89.0,518.0
2020-03-30,MT,171.0,3961.0,,,10.0,,,,,,2020-03-30T20:00:00Z,4.0,10.0,4132,4132,4132,30,3.0,2.0,-182.0,17.0,-165.0
2020-03-30,NC,1307.0,19557.0,,137.0,137.0,,,,,,2020-03-30T20:00:00Z,6.0,137.0,20864,20864,20864,37,2.0,46.0,1652.0,267.0,1919.0
2020-03-30,ND,109.0,3728.0,,,19.0,,,,,19.0,2020-03-30T20:00:00Z,2.0,19.0,3837,3837,3837,38,1.0,2.0,373.0,11.0,384.0
2020-03-30,NE,145.0,2584.0,5.0,,,,,,,,2020-03-30T20:00:00Z,2.0,,2734,2729,2729,31,0.0,0.0,616.0,37.0,653.0
2020-03-30,NH,314.0,5386.0,144.0,,45.0,,,,,,2020-03-30T20:00:00Z,3.0,45.0,5844,5700,5700,33,1.0,12.0,862.0,100.0,962.0
2020-03-30,NJ,16636.0,25224.0,,,,,,,,,2020-03-30T20:00:00Z,198.0,,41860,41860,41860,34,37.0,0.0,3008.0,3250.0,6258.0
2020-03-30,NM,237.0,10942.0,,22.0,22.0,,,,,26.0,2020-03-30T20:00:00Z,2.0,22.0,11179,11179,11179,35,0.0,3.0,173.0,0.0,173.0
2020-03-30,NV,1008.0,10207.0,,,,,,,,,2020-03-30T20:00:00Z,15.0,,11215,11215,11215,32,1.0,0.0,1795.0,270.0,2065.0
2020-03-30,NY,66497.0,119971.0,,9517.0,13721.0,2352.0,2352.0,,,4204.0,2020-03-30T20:00:00Z,1218.0,13721.0,186468,186468,186468,36,253.0,1646.0,7124.0,6984.0,14108.0
2020-03-30,OH,1933.0,25342.0,,312.0,475.0,,163.0,,,,2020-03-30T20:00:00Z,39.0,475.0,27275,27275,27275,39,10.0,72.0,6330.0,280.0,6610.0
2020-03-30,OK,481.0,1207.0,,,153.0,,,,,,2020-03-30T20:00:00Z,17.0,153.0,1688,1688,1688,40,1.0,13.0,2.0,52.0,54.0
2020-03-30,OR,606.0,12277.0,,,140.0,,,39.0,39.0,,2020-03-30T20:00:00Z,16.0,140.0,12883,12883,12883,41,3.0,11.0,1399.0,58.0,1457.0
2020-03-30,PA,4087.0,33777.0,,,386.0,,,,,,2020-03-30T20:00:00Z,49.0,386.0,37864,37864,37864,42,11.0,33.0,3716.0,693.0,4409.0
2020-03-30,PR,174.0,931.0,794.0,,,,,,,,2020-03-30T20:00:00Z,6.0,,1899,1105,1105,72,1.0,0.0,90.0,47.0,137.0
2020-03-30,RI,408.0,3187.0,,41.0,41.0,9.0,9.0,6.0,6.0,,2020-03-30T20:00:00Z,4.0,41.0,3595,3595,3595,44,1.0,6.0,646.0,114.0,760.0
2020-03-30,SC,925.0,4160.0,,,129.0,,,,,,2020-03-30T20:00:00Z,18.0,129.0,5085,5085,5085,45,2.0,0.0,1145.0,151.0,1296.0
2020-03-30,SD,101.0,3478.0,0.0,,,,,,,34.0,2020-03-30T20:00:00Z,1.0,,3579,3579,3579,46,0.0,0.0,351.0,11.0,362.0
2020-03-30,TN,1834.0,21470.0,,,148.0,,,,,,2020-03-30T20:00:00Z,13.0,148.0,23304,23304,23304,47,6.0,15.0,2433.0,297.0,2730.0
2020-03-30,TX,2877.0,33003.0,,,,,,,,38.0,2020-03-30T20:00:00Z,34.0,,35880,35880,35880,48,0.0,0.0,9795.0,325.0,10120.0
2020-03-30,UT,806.0,15197.0,,,,,,,,,2020-03-30T20:00:00Z,4.0,,16003,16003,16003,49,2.0,0.0,1923.0,87.0,2010.0
2020-03-30,VA,1020.0,11018.0,,,136.0,,,,,,2020-03-30T20:00:00Z,25.0,136.0,12038,12038,12038,51,3.0,24.0,1299.0,130.0,1429.0
2020-03-30,VI,30.0,126.0,24.0,,,,,,,,2020-03-30T20:00:00Z,,,180,156,156,78,0.0,0.0,3.0,7.0,10.0
2020-03-30,VT,256.0,3674.0,,,18.0,,,,,,2020-03-30T20:00:00Z,12.0,18.0,3930,3930,3930,50,0.0,0.0,208.0,21.0,229.0
2020-03-30,WA,4896.0,60566.0,,,254.0,,,,,,2020-03-30T20:00:00Z,195.0,254.0,65462,65462,65462,53,6.0,0.0,5670.0,586.0,6256.0
2020-03-30,WI,1221.0,15856.0,,,,,,,,,2020-03-30T20:00:00Z,14.0,,17077,17077,17077,55,1.0,0.0,-694.0,109.0,-585.0
2020-03-30,WV,126.0,2984.0,0.0,,1.0,,,,,,2020-03-30T20:00:00Z,1.0,1.0,3110,3110,3110,54,1.0,0.0,279.0,13.0,292.0
2020-03-30,WY,94.0,1840.0,,,17.0,,,,,24.0,2020-03-30T20:00:00Z,0.0,17.0,1934,1934,1934,56,0.0,2.0,286.0,8.0,294.0
2020-03-29,AK,102.0,3232.0,,,6.0,,,,,,2020-03-29T20:00:00Z,2.0,6.0,3334,3334,3334,02,0.0,1.0,396.0,17.0,413.0
2020-03-29,AL,806.0,4184.0,,,,,,,,,2020-03-29T20:00:00Z,4.0,,4990,4990,4990,01,1.0,0.0,0.0,110.0,110.0
2020-03-29,AR,426.0,3027.0,,43.0,48.0,,,16.0,17.0,28.0,2020-03-29T20:00:00Z,6.0,48.0,3453,3453,3453,05,1.0,0.0,89.0,22.0,111.0
2020-03-29,AS,,,,,,,,,,,2020-03-29T20:00:00Z,0.0,,0,0,0,60,0.0,0.0,0.0,0.0,0.0
2020-03-29,AZ,919.0,12953.0,,,78.0,,30.0,,,,2020-03-29T20:00:00Z,17.0,78.0,13872,13872,13872,04,2.0,78.0,5498.0,46.0,5544.0
2020-03-29,CA,5708.0,20549.0,64400.0,1034.0,1034.0,410.0,410.0,,,,2020-03-29T20:00:00Z,123.0,1034.0,90657,26257,26257,06,22.0,0.0,0.0,1065.0,1065.0
2020-03-29,CO,2061.0,11215.0,,,274.0,,,,,,2020-03-29T20:00:00Z,44.0,274.0,13276,13276,13276,08,13.0,35.0,1273.0,327.0,1600.0
2020-03-29,CT,1993.0,9907.0,,,404.0,,,,,,2020-03-29T20:00:00Z,34.0,404.0,11900,11900,11900,09,7.0,231.0,2798.0,702.0,3500.0
2020-03-29,DC,342.0,2469.0,1.0,,,,,,,66.0,2020-03-29T20:00:00Z,5.0,,2812,2811,2811,11,1.0,0.0,258.0,38.0,296.0
2020-03-29,DE,232.0,36.0,,,33.0,,,,,9.0,2020-03-29T20:00:00Z,6.0,33.0,268,268,268,10,3.0,2.0,0.0,18.0,18.0
2020-03-29,FL,4246.0,39070.0,,,594.0,,,,,,2020-03-29T20:00:00Z,56.0,594.0,43316,43316,43316,12,2.0,68.0,3704.0,483.0,4187.0
2020-03-29,GA,2651.0,9913.0,,,666.0,,,,,,2020-03-29T20:00:00Z,80.0,666.0,12564,12564,12564,13,11.0,49.0,1228.0,285.0,1513.0
2020-03-29,GU,56.0,334.0,,,15.0,,,,,7.0,2020-03-29T20:00:00Z,1.0,15.0,390,390,390,66,0.0,0.0,35.0,1.0,36.0
2020-03-29,HI,151.0,6849.0,,,12.0,,,,,,2020-03-29T20:00:00Z,0.0,12.0,7000,7000,7000,15,0.0,4.0,2492.0,31.0,2523.0
2020-03-29,IA,336.0,5013.0,,51.0,68.0,,,,,17.0,2020-03-29T20:00:00Z,4.0,68.0,5349,5349,5349,19,1.0,7.0,638.0,38.0,676.0
2020-03-29,ID,261.0,4021.0,,,36.0,,,,,,2020-03-29T20:00:00Z,5.0,36.0,4282,4282,4282,16,1.0,11.0,679.0,31.0,710.0
2020-03-29,IL,4596.0,23166.0,,,,,,,,,2020-03-29T20:00:00Z,65.0,,27762,27762,27762,17,18.0,0.0,1166.0,1105.0,2271.0
2020-03-29,IN,1514.0,8316.0,,,,,,,,,2020-03-29T20:00:00Z,32.0,,9830,9830,9830,18,1.0,0.0,1141.0,282.0,1423.0
2020-03-29,KS,319.0,4194.0,,,55.0,,,,,,2020-03-29T20:00:00Z,6.0,55.0,4513,4513,4513,20,1.0,28.0,523.0,58.0,581.0
2020-03-29,KY,394.0,5147.0,,,,,,,,,2020-03-29T20:00:00Z,9.0,,5541,5541,5541,21,1.0,0.0,326.0,92.0,418.0
2020-03-29,LA,3540.0,24331.0,,,1127.0,,,,380.0,,2020-03-29T20:00:00Z,151.0,1127.0,27871,27871,27871,22,14.0,200.0,2485.0,225.0,2710.0
2020-03-29,MA,4955.0,34111.0,,,399.0,,,,,,2020-03-29T20:00:00Z,48.0,399.0,39066,39066,39066,25,4.0,49.0,3319.0,698.0,4017.0
2020-03-29,MD,1239.0,12354.0,,,277.0,,,,,,2020-03-29T20:00:00Z,10.0,277.0,13593,13593,13593,24,5.0,51.0,838.0,247.0,1085.0
2020-03-29,ME,253.0,3394.0,,,,,,,,41.0,2020-03-29T20:00:00Z,3.0,,3647,3647,3647,23,2.0,0.0,0.0,42.0,42.0
2020-03-29,MI,5486.0,11893.0,,,,,,,,,2020-03-29T20:00:00Z,132.0,,17379,17379,17379,26,40.0,0.0,2784.0,1829.0,4613.0
2020-03-29,MN,503.0,17154.0,,39.0,75.0,,17.0,,,252.0,2020-03-29T20:00:00Z,9.0,75.0,17657,17657,17657,27,4.0,18.0,1466.0,62.0,1528.0
2020-03-29,MO,838.0,11547.0,,,,,,,,,2020-03-29T20:00:00Z,10.0,,12385,12385,12385,29,0.0,0.0,1465.0,0.0,1465.0
2020-03-29,MP,2.0,,,,,,,,,,2020-03-29T20:00:00Z,,,2,2,2,69,0.0,0.0,0.0,0.0,0.0
2020-03-29,MS,758.0,2560.0,,,235.0,,,,,,2020-03-29T20:00:00Z,14.0,235.0,3318,3318,3318,28,1.0,16.0,0.0,95.0,95.0
2020-03-29,MT,154.0,4143.0,,,8.0,,,,,,2020-03-29T20:00:00Z,1.0,8.0,4297,4297,4297,30,0.0,1.0,887.0,25.0,912.0
2020-03-29,NC,1040.0,17905.0,,91.0,91.0,,,,,,2020-03-29T20:00:00Z,4.0,91.0,18945,18945,18945,37,0.0,4.0,1313.0,105.0,1418.0
2020-03-29,ND,98.0,3355.0,,,17.0,,,,,18.0,2020-03-29T20:00:00Z,1.0,17.0,3453,3453,3453,38,0.0,1.0,546.0,15.0,561.0
2020-03-29,NE,108.0,1968.0,4.0,,,,,,,,2020-03-29T20:00:00Z,2.0,,2080,2076,2076,31,0.0,0.0,64.0,12.0,76.0
2020-03-29,NH,214.0,4524.0,285.0,,33.0,,,,,,2020-03-29T20:00:00Z,2.0,33.0,5023,4738,4738,33,0.0,3.0,868.0,27.0,895.0
2020-03-29,NJ,13386.0,22216.0,,,,,,,,,2020-03-29T20:00:00Z,161.0,,35602,35602,35602,34,21.0,0.0,2830.0,2262.0,5092.0
2020-03-29,NM,237.0,10769.0,,19.0,19.0,,,,,2.0,2020-03-29T20:00:00Z,2.0,19.0,11006,11006,11006,35,1.0,2.0,1573.0,46.0,1619.0
2020-03-29,NV,738.0,8412.0,,,,,,,,,2020-03-29T20:00:00Z,14.0,,9150,9150,9150,32,4.0,0.0,511.0,117.0,628.0
2020-03-29,NY,59513.0,112847.0,,8503.0,12075.0,2037.0,2037.0,,,3572.0,2020-03-29T20:00:00Z,965.0,12075.0,172360,172360,172360,36,237.0,2021.0,9231.0,7195.0,16426.0
2020-03-29,OH,1653.0,19012.0,,,403.0,,139.0,,,,2020-03-29T20:00:00Z,29.0,403.0,20665,20665,20665,39,4.0,59.0,0.0,247.0,247.0
2020-03-29,OK,429.0,1205.0,,,140.0,,,,,,2020-03-29T20:00:00Z,16.0,140.0,1634,1634,1634,40,1.0,14.0,25.0,52.0,77.0
2020-03-29,OR,548.0,10878.0,,107.0,129.0,,,37.0,37.0,,2020-03-29T20:00:00Z,13.0,129.0,11426,11426,11426,41,0.0,12.0,1185.0,69.0,1254.0
2020-03-29,PA,3394.0,30061.0,,,353.0,,,,,,2020-03-29T20:00:00Z,38.0,353.0,33455,33455,33455,42,4.0,37.0,4807.0,643.0,5450.0
2020-03-29,PR,127.0,841.0,817.0,,,,,,,,2020-03-29T20:00:00Z,5.0,,1785,968,968,72,2.0,0.0,102.0,27.0,129.0
2020-03-29,RI,294.0,2541.0,,35.0,35.0,9.0,9.0,6.0,6.0,,2020-03-29T20:00:00Z,3.0,35.0,2835,2835,2835,44,3.0,7.0,235.0,91.0,326.0
2020-03-29,SC,774.0,3015.0,,,129.0,,,,,,2020-03-29T20:00:00Z,16.0,129.0,3789,3789,3789,45,3.0,0.0,607.0,235.0,842.0
2020-03-29,SD,90.0,3127.0,1.0,,,,,,,29.0,2020-03-29T20:00:00Z,1.0,,3218,3217,3217,46,0.0,0.0,535.0,22.0,557.0
2020-03-29,TN,1537.0,19037.0,,,133.0,,,,,,2020-03-29T20:00:00Z,7.0,133.0,20574,20574,20574,47,1.0,15.0,2072.0,164.0,2236.0
2020-03-29,TX,2552.0,23208.0,,,,,,,,,2020-03-29T20:00:00Z,34.0,,25760,25760,25760,48,7.0,0.0,0.0,500.0,500.0
2020-03-29,UT,719.0,13274.0,,,,,,,,,2020-03-29T20:00:00Z,2.0,,13993,13993,13993,49,0.0,0.0,2564.0,117.0,2681.0
2020-03-29,VA,890.0,9719.0,,,112.0,,,,,,2020-03-29T20:00:00Z,22.0,112.0,10609,10609,10609,51,5.0,13.0,1292.0,151.0,1443.0
2020-03-29,VI,23.0,123.0,37.0,,,,,,,,2020-03-29T20:00:00Z,,,183,146,146,78,0.0,0.0,17.0,1.0,18.0
2020-03-29,VT,235.0,3466.0,,,18.0,,,,,,2020-03-29T20:00:00Z,12.0,18.0,3701,3701,3701,50,0.0,0.0,1303.0,24.0,1327.0
2020-03-29,WA,4310.0,54896.0,,,254.0,,,,,,2020-03-29T20:00:00Z,189.0,254.0,59206,59206,59206,53,14.0,0.0,5881.0,587.0,6468.0
2020-03-29,WI,1112.0,16550.0,,,,,,,,,2020-03-29T20:00:00Z,13.0,,17662,17662,17662,55,0.0,0.0,1318.0,123.0,1441.0
2020-03-29,WV,113.0,2705.0,0.0,,1.0,,,,,,2020-03-29T20:00:00Z,0.0,1.0,2818,2818,2818,54,0.0,0.0,374.0,17.0,391.0
2020-03-29,WY,86.0,1554.0,,,15.0,,,,,20.0,2020-03-29T20:00:00Z,0.0,15.0,1640,1640,1640,56,0.0,1.0,79.0,4.0,83.0
2020-03-28,AK,85.0,2836.0,,,5.0,,,,,,2020-03-28T20:00:00Z,2.0,5.0,2921,2921,2921,02,1.0,2.0,517.0,16.0,533.0
2020-03-28,AL,696.0,4184.0,,,,,,,,,2020-03-28T20:00:00Z,3.0,,4880,4880,4880,01,0.0,0.0,0.0,109.0,109.0
2020-03-28,AR,404.0,2938.0,0.0,48.0,48.0,,,17.0,17.0,24.0,2020-03-28T20:00:00Z,5.0,48.0,3342,3342,3342,05,2.0,0.0,1393.0,23.0,1416.0
2020-03-28,AS,0.0,,0.0,,,,,,,,2020-03-28T20:00:00Z,0.0,,0,0,0,60,0.0,0.0,0.0,0.0,0.0
2020-03-28,AZ,873.0,7455.0,21.0,,,,,,,,2020-03-28T20:00:00Z,15.0,,8349,8328,8328,04,2.0,0.0,0.0,137.0,137.0
2020-03-28,CA,4643.0,20549.0,64400.0,1034.0,1034.0,410.0,410.0,,,,2020-03-28T20:00:00Z,101.0,1034.0,89592,25192,25192,06,23.0,288.0,3169.0,764.0,3933.0
2020-03-28,CO,1734.0,9942.0,,,239.0,,,,,,2020-03-28T20:00:00Z,31.0,239.0,11676,11676,11676,08,7.0,55.0,1250.0,304.0,1554.0
2020-03-28,CT,1291.0,7109.0,,,173.0,,,,,,2020-03-28T20:00:00Z,27.0,173.0,8400,8400,8400,09,0.0,0.0,0.0,0.0,0.0
2020-03-28,DC,304.0,2211.0,1.0,,,,,,,51.0,2020-03-28T20:00:00Z,4.0,,2516,2515,2515,11,1.0,0.0,314.0,37.0,351.0
2020-03-28,DE,214.0,36.0,,,31.0,,,,,9.0,2020-03-28T20:00:00Z,3.0,31.0,250,250,250,10,1.0,16.0,0.0,51.0,51.0
2020-03-28,FL,3763.0,35366.0,,,526.0,,,,,,2020-03-28T20:00:00Z,54.0,526.0,39129,39129,39129,12,20.0,70.0,7180.0,998.0,8178.0
2020-03-28,GA,2366.0,8685.0,,,617.0,,,,,,2020-03-28T20:00:00Z,69.0,617.0,11051,11051,11051,13,5.0,51.0,821.0,365.0,1186.0
2020-03-28,GU,55.0,299.0,,,15.0,,,,,7.0,2020-03-28T20:00:00Z,1.0,15.0,354,354,354,66,0.0,4.0,0.0,4.0,4.0
2020-03-28,HI,120.0,4357.0,,,8.0,,,,,,2020-03-28T20:00:00Z,0.0,8.0,4477,4477,4477,15,0.0,1.0,0.0,14.0,14.0
2020-03-28,IA,298.0,4375.0,,46.0,61.0,,,,,15.0,2020-03-28T20:00:00Z,3.0,61.0,4673,4673,4673,19,0.0,11.0,635.0,63.0,698.0
2020-03-28,ID,230.0,3342.0,,,25.0,,,,,,2020-03-28T20:00:00Z,4.0,25.0,3572,3572,3572,16,1.0,25.0,674.0,41.0,715.0
2020-03-28,IL,3491.0,22000.0,,,,,,,,,2020-03-28T20:00:00Z,47.0,,25491,25491,25491,17,13.0,0.0,3484.0,465.0,3949.0
2020-03-28,IN,1232.0,7175.0,,,,,,,,,2020-03-28T20:00:00Z,31.0,,8407,8407,8407,18,7.0,0.0,1220.0,251.0,1471.0
2020-03-28,KS,261.0,3671.0,,,27.0,,,,,,2020-03-28T20:00:00Z,5.0,27.0,3932,3932,3932,20,1.0,0.0,442.0,59.0,501.0
2020-03-28,KY,302.0,4821.0,,,,,,,,,2020-03-28T20:00:00Z,8.0,,5123,5123,5123,21,2.0,0.0,1053.0,54.0,1107.0
2020-03-28,LA,3315.0,21846.0,,,927.0,,,,336.0,,2020-03-28T20:00:00Z,137.0,927.0,25161,25161,25161,22,18.0,154.0,3233.0,569.0,3802.0
2020-03-28,MA,4257.0,30792.0,,,350.0,,,,,,2020-03-28T20:00:00Z,44.0,350.0,35049,35049,35049,25,9.0,131.0,4661.0,1017.0,5678.0
2020-03-28,MD,992.0,11516.0,,,226.0,,,,,,2020-03-28T20:00:00Z,5.0,226.0,12508,12508,12508,24,0.0,53.0,11422.0,218.0,11640.0
2020-03-28,ME,211.0,3394.0,,,,,,,,36.0,2020-03-28T20:00:00Z,1.0,,3605,3605,3605,23,0.0,0.0,0.0,43.0,43.0
2020-03-28,MI,3657.0,9109.0,,,,,,,,,2020-03-28T20:00:00Z,92.0,,12766,12766,12766,26,0.0,0.0,2559.0,0.0,2559.0
2020-03-28,MN,441.0,15688.0,,30.0,57.0,,17.0,,,220.0,2020-03-28T20:00:00Z,5.0,57.0,16129,16129,16129,27,1.0,6.0,2083.0,43.0,2126.0
2020-03-28,MO,838.0,10082.0,,,,,,,,,2020-03-28T20:00:00Z,10.0,,10920,10920,10920,29,2.0,0.0,9713.0,169.0,9882.0
2020-03-28,MP,2.0,,,,,,,,,,2020-03-28T20:00:00Z,,,2,2,2,69,0.0,0.0,0.0,2.0,2.0
2020-03-28,MS,663.0,2560.0,,,219.0,,,,,,2020-03-28T20:00:00Z,13.0,219.0,3223,3223,3223,28,5.0,34.0,0.0,84.0,84.0
2020-03-28,MT,129.0,3256.0,,,7.0,,,,,,2020-03-28T20:00:00Z,1.0,7.0,3385,3385,3385,30,1.0,0.0,666.0,21.0,687.0
2020-03-28,NC,935.0,16592.0,,87.0,87.0,,,,,,2020-03-28T20:00:00Z,4.0,87.0,17527,17527,17527,37,1.0,10.0,2219.0,172.0,2391.0
2020-03-28,ND,83.0,2809.0,,,16.0,,,,,16.0,2020-03-28T20:00:00Z,1.0,16.0,2892,2892,2892,38,1.0,3.0,382.0,18.0,400.0
