date,value,state
2012-12-22,4463,MS
2012-12-29,2923,MS
2013-01-05,3022,MS
2013-01-12,3989,MS
2013-01-19,2813,MS
2013-01-26,2644,MS
2013-02-02,3191,MS
2013-02-09,2508,MS
2013-02-16,1987,MS
2013-02-23,1931,MS
2013-03-02,2178,MS
2013-03-09,2256,MS
2013-03-16,2741,MS
2013-03-23,2388,MS
2013-03-30,2171,MS
2013-04-06,3341,MS
2013-04-13,2928,MS
2013-04-20,2756,MS
2013-04-27,2608,MS
2013-05-04,3019,MS
2013-05-11,4360,MS
2013-05-18,3814,MS
2013-05-25,3459,MS
2013-06-01,3300,MS
2013-06-08,3266,MS
2013-06-15,2556,MS
2013-06-22,2480,MS
2013-06-29,2589,MS
2013-07-06,3036,MS
2013-07-13,3705,MS
2013-07-20,2411,MS
2013-07-27,2349,MS
2013-08-03,2379,MS
2013-08-10,2478,MS
2013-08-17,2492,MS
2013-08-24,2774,MS
2013-08-31,2067,MS
2013-09-07,2365,MS
2013-09-14,2295,MS
2013-09-21,2093,MS
2013-09-28,2008,MS
2013-10-05,2281,MS
2013-10-12,2631,MS
2013-10-19,2176,MS
2013-10-26,2112,MS
2013-11-02,2264,MS
2013-11-09,2389,MS
2013-11-16,2923,MS
2013-11-23,2636,MS
2013-11-30,2587,MS
2013-12-07,2934,MS
2013-12-14,2558,MS
2013-12-21,3516,MS
2013-12-28,3227,MS
2014-01-04,2995,MS
2014-01-11,3084,MS
2014-01-18,2270,MS
2014-01-25,1833,MS
2014-02-01,1718,MS
2014-02-08,1879,MS
2014-02-15,1698,MS
2014-02-22,1562,MS
2014-03-01,1657,MS
2014-03-08,2019,MS
2014-03-15,2139,MS
2014-03-22,1995,MS
2014-03-29,1819,MS
2014-04-05,1907,MS
2014-04-12,2374,MS
2014-04-19,2000,MS
2014-04-26,1982,MS
2014-05-03,2215,MS
2014-05-10,3398,MS
2014-05-17,2991,MS
2014-05-24,2938,MS
2014-05-31,3019,MS
2014-06-07,3491,MS
2014-06-14,2633,MS
2014-06-21,2143,MS
2014-06-28,2170,MS
2014-07-05,2411,MS
2014-07-12,3113,MS
2014-07-19,2155,MS
2014-07-26,1801,MS
2014-08-02,1954,MS
2014-08-09,1856,MS
2014-08-16,1804,MS
2014-08-23,1815,MS
2014-08-30,1579,MS
2014-09-06,1417,MS
2014-09-13,1648,MS
2014-09-20,1725,MS
2014-09-27,1658,MS
2014-10-04,1808,MS
2014-10-11,2095,MS
2014-10-18,1806,MS
2014-10-25,1985,MS
2014-11-01,2041,MS
2014-11-08,1891,MS
2014-11-15,2065,MS
2014-11-22,2442,MS
2014-11-29,2478,MS
2014-12-06,2694,MS
2014-12-13,2566,MS
2014-12-20,2918,MS
2014-12-27,3038,MS
2015-01-03,2532,MS
2015-01-10,3286,MS
2015-01-17,2162,MS
2015-01-24,1701,MS
2015-01-31,1668,MS
2015-02-07,1709,MS
2015-02-14,1562,MS
2015-02-21,1316,MS
2015-02-28,1687,MS
2015-03-07,1743,MS
2015-03-14,2098,MS
2015-03-21,1563,MS
2015-03-28,1562,MS
2015-04-04,1691,MS
2015-04-11,2047,MS
2015-04-18,1844,MS
2015-04-25,1642,MS
2015-05-02,1598,MS
2015-05-09,2223,MS
2015-05-16,2413,MS
2015-05-23,3074,MS
2015-05-30,1966,MS
2015-06-06,2829,MS
2015-06-13,2237,MS
2015-06-20,1958,MS
2015-06-27,2249,MS
2015-07-04,2379,MS
2015-07-11,2737,MS
2015-07-18,1859,MS
2015-07-25,1918,MS
2015-08-01,1794,MS
2015-08-08,1900,MS
2015-08-15,1789,MS
2015-08-22,1692,MS
2015-08-29,1661,MS
2015-09-05,1601,MS
2015-09-12,1329,MS
2015-09-19,1448,MS
2015-09-26,1458,MS
2015-10-03,1495,MS
2015-10-10,1818,MS
2015-10-17,1611,MS
2015-10-24,1837,MS
2015-10-31,1993,MS
2015-11-07,2095,MS
2015-11-14,1798,MS
2015-11-21,2044,MS
2015-11-28,1827,MS
2015-12-05,2329,MS
2015-12-12,1879,MS
2015-12-19,2263,MS
2015-12-26,2833,MS
2016-01-02,2085,MS
2016-01-09,2385,MS
2016-01-16,1909,MS
2016-01-23,1574,MS
2016-01-30,1586,MS
2016-02-06,1691,MS
2016-02-13,1352,MS
2016-02-20,1148,MS
2016-02-27,1426,MS
2016-03-05,1513,MS
2016-03-12,1598,MS
2016-03-19,1481,MS
2016-03-26,1415,MS
2016-04-02,1551,MS
2016-04-09,1773,MS
2016-04-16,1532,MS
2016-04-23,1437,MS
2016-04-30,1456,MS
2016-05-07,2189,MS
2016-05-14,2140,MS
2016-05-21,2692,MS
2016-05-28,2773,MS
2016-06-04,2358,MS
2016-06-11,2030,MS
2016-06-18,1745,MS
2016-06-25,1806,MS
2016-07-02,2288,MS
2016-07-09,2307,MS
2016-07-16,1864,MS
2016-07-23,1549,MS
2016-07-30,1577,MS
2016-08-06,1551,MS
2016-08-13,1560,MS
2016-08-20,1592,MS
2016-08-27,1476,MS
2016-09-03,1453,MS
2016-09-10,1304,MS
2016-09-17,1474,MS
2016-09-24,1328,MS
2016-10-01,1302,MS
2016-10-08,1805,MS
2016-10-15,1394,MS
2016-10-22,1417,MS
2016-10-29,1499,MS
2016-11-05,1734,MS
2016-11-12,1391,MS
2016-11-19,1833,MS
2016-11-26,1637,MS
2016-12-03,2122,MS
2016-12-10,1757,MS
2016-12-17,2079,MS
2016-12-24,2477,MS
2016-12-31,1957,MS
2017-01-07,1907,MS
2017-01-14,1752,MS
2017-01-21,1330,MS
2017-01-28,1443,MS
2017-02-04,1336,MS
2017-02-11,1203,MS
2017-02-18,1178,MS
2017-02-25,1044,MS
2017-03-04,1177,MS
2017-03-11,1228,MS
2017-03-18,1609,MS
2017-03-25,1176,MS
2017-04-01,1053,MS
2017-04-08,1285,MS
2017-04-15,1133,MS
2017-04-22,1312,MS
2017-04-29,1269,MS
2017-05-06,1505,MS
2017-05-13,1665,MS
2017-05-20,2124,MS
2017-05-27,2909,MS
2017-06-03,2257,MS
2017-06-10,1892,MS
2017-06-17,1547,MS
2017-06-24,1677,MS
2017-07-01,2027,MS
2017-07-08,1670,MS
2017-07-15,1675,MS
2017-07-22,1337,MS
2017-07-29,1408,MS
2017-08-05,1334,MS
2017-08-12,1328,MS
2017-08-19,1215,MS
2017-08-26,1143,MS
2017-09-02,1180,MS
2017-09-09,1201,MS
2017-09-16,1200,MS
2017-09-23,1030,MS
2017-09-30,1015,MS
2017-10-07,1355,MS
2017-10-14,1213,MS
2017-10-21,1231,MS
2017-10-28,1182,MS
2017-11-04,1208,MS
2017-11-11,1148,MS
2017-11-18,1518,MS
2017-11-25,1236,MS
2017-12-02,1484,MS
2017-12-09,1283,MS
2017-12-16,1583,MS
2017-12-23,1862,MS
2017-12-30,1435,MS
2018-01-06,1441,MS
2018-01-13,1733,MS
2018-01-20,939,MS
2018-01-27,1309,MS
2018-02-03,1195,MS
2018-02-10,1195,MS
2018-02-17,935,MS
2018-02-24,818,MS
2018-03-03,880,MS
2018-03-10,982,MS
2018-03-17,1182,MS
2018-03-24,1002,MS
2018-03-31,779,MS
2018-04-07,1088,MS
2018-04-14,916,MS
2018-04-21,1037,MS
2018-04-28,936,MS
2018-05-05,1114,MS
2018-05-12,1440,MS
2018-05-19,1922,MS
2018-05-26,2094,MS
2018-06-02,2277,MS
2018-06-09,1765,MS
2018-06-16,1425,MS
2018-06-23,1199,MS
2018-06-30,1607,MS
2018-07-07,1680,MS
2018-07-14,1456,MS
2018-07-21,1082,MS
2018-07-28,1090,MS
2018-08-04,1131,MS
2018-08-11,1012,MS
2018-08-18,904,MS
2018-08-25,940,MS
2018-09-01,884,MS
2018-09-08,732,MS
2018-09-15,873,MS
2018-09-22,821,MS
2018-09-29,857,MS
2018-10-06,821,MS
2018-10-13,1026,MS
2018-10-20,991,MS
2018-10-27,1054,MS
2018-11-03,1007,MS
2018-11-10,1157,MS
2018-11-17,1143,MS
2018-11-24,1035,MS
2018-12-01,1247,MS
2018-12-08,1138,MS
2018-12-15,1382,MS
2018-12-22,1449,MS
2018-12-29,1301,MS
2019-01-05,1247,MS
2019-01-12,1490,MS
2019-01-19,1142,MS
2019-01-26,1020,MS
2019-02-02,979,MS
2019-02-09,1076,MS
2019-02-16,918,MS
2019-02-23,844,MS
2019-03-02,919,MS
2019-03-09,924,MS
2019-03-16,1135,MS
2019-03-23,930,MS
2019-03-30,856,MS
2019-04-06,949,MS
2019-04-13,1093,MS
2019-04-20,872,MS
2019-04-27,1697,MS
2019-05-04,1091,MS
2019-05-11,1348,MS
2019-05-18,1904,MS
2019-05-25,2210,MS
2019-06-01,1967,MS
2019-06-08,1766,MS
2019-06-15,1282,MS
2019-06-22,1360,MS
2019-06-29,1587,MS
2019-07-06,1316,MS
2019-07-13,1716,MS
2019-07-20,1151,MS
2019-07-27,1049,MS
2019-08-03,1036,MS
2019-08-10,1039,MS
2019-08-17,1032,MS
2019-08-24,913,MS
2019-08-31,1052,MS
2019-09-07,932,MS
2019-09-14,982,MS
2019-09-21,867,MS
2019-09-28,950,MS
2019-10-05,956,MS
2019-10-12,1100,MS
2019-10-19,1084,MS
2019-10-26,1016,MS
2019-11-02,951,MS
2019-11-09,1102,MS
2019-11-16,1095,MS
2019-11-23,1113,MS
2019-11-30,1047,MS
2019-12-07,1365,MS
2019-12-14,1287,MS
2019-12-21,1524,MS
2019-12-28,1633,MS
2020-01-04,1178,MS
2020-01-11,1515,MS
2020-01-18,1135,MS
2020-01-25,993,MS
2020-02-01,963,MS
2020-02-08,968,MS
2020-02-15,861,MS
2020-02-22,827,MS
2020-02-29,744,MS
2020-03-07,879,MS
2020-03-14,1147,MS
2020-03-21,5519,MS
1986-02-15,9582,MO
1986-02-22,8664,MO
1986-03-01,7700,MO
1986-03-08,8180,MO
1986-03-15,7580,MO
1986-03-22,7838,MO
1986-03-29,8225,MO
1986-04-05,6697,MO
1986-04-12,9339,MO
1986-04-19,7652,MO
1986-04-26,7278,MO
1986-05-03,8154,MO
1986-05-10,6396,MO
1986-05-17,10458,MO
1986-05-24,8017,MO
1986-05-31,7232,MO
1986-06-07,8190,MO
1986-06-14,7836,MO
1986-06-21,7935,MO
1986-06-28,7272,MO
1986-07-05,6914,MO
1986-07-12,9076,MO
1986-07-19,10926,MO
1986-07-26,10383,MO
1986-08-02,9409,MO
1986-08-09,9157,MO
1986-08-16,7493,MO
1986-08-23,10887,MO
1986-08-30,7430,MO
1986-09-06,6520,MO
1986-09-13,7652,MO
1986-09-20,6084,MO
1986-09-27,6818,MO
1986-10-04,9295,MO
1986-10-11,9954,MO
1986-10-18,6609,MO
1986-10-25,7902,MO
1986-11-01,12497,MO
1986-11-08,9109,MO
1986-11-15,8951,MO
1986-11-22,9744,MO
1986-11-29,7027,MO
1986-12-06,12648,MO
1986-12-13,11691,MO
1986-12-20,11716,MO
1986-12-27,8546,MO
1987-01-03,10063,MO
1987-01-10,17079,MO
1987-01-17,.,MO
1987-01-24,16594,MO
1987-01-31,11292,MO
1987-02-07,8561,MO
1987-02-14,10209,MO
1987-02-21,10209,MO
1987-02-28,9575,MO
1987-03-07,7100,MO
1987-03-14,6717,MO
1987-03-21,6556,MO
1987-03-28,6964,MO
1987-04-04,6602,MO
1987-04-11,7014,MO
1987-04-18,.,MO
1987-04-25,10052,MO
1987-05-02,6200,MO
1987-05-09,5203,MO
1987-05-16,8076,MO
1987-05-23,8607,MO
1987-05-30,6631,MO
1987-06-06,7809,MO
1987-06-13,8338,MO
1987-06-20,8672,MO
1987-06-27,6131,MO
1987-07-04,5682,MO
1987-07-11,8358,MO
1987-07-18,10418,MO
1987-07-25,11930,MO
1987-08-01,12448,MO
1987-08-08,8410,MO
1987-08-15,7686,MO
1987-08-22,6259,MO
1987-08-29,6300,MO
1987-09-05,7518,MO
1987-09-12,5047,MO
1987-09-19,5610,MO
1987-09-26,5129,MO
1987-10-03,5619,MO
1987-10-10,6404,MO
1987-10-17,5093,MO
1987-10-24,6241,MO
1987-10-31,6458,MO
1987-11-07,7529,MO
1987-11-14,6782,MO
1987-11-21,10207,MO
1987-11-28,6741,MO
1987-12-05,12261,MO
1987-12-12,9142,MO
1987-12-19,11059,MO
1987-12-26,9460,MO
1988-01-02,9003,MO
1988-01-09,20205,MO
1988-01-16,20136,MO
1988-01-23,11234,MO
1988-01-30,9395,MO
1988-02-06,9459,MO
1988-02-13,8411,MO
1988-02-20,9245,MO
1988-02-27,6797,MO
1988-03-05,6649,MO
1988-03-12,8782,MO
1988-03-19,6344,MO
1988-03-26,5838,MO
1988-04-02,5852,MO
1988-04-09,7325,MO
1988-04-16,6204,MO
1988-04-23,6258,MO
1988-04-30,6418,MO
1988-05-07,5832,MO
1988-05-14,5243,MO
1988-05-21,6031,MO
1988-05-28,5570,MO
1988-06-04,6392,MO
1988-06-11,6876,MO
1988-06-18,6363,MO
1988-06-25,5872,MO
1988-07-02,5741,MO
1988-07-09,6534,MO
1988-07-16,7859,MO
1988-07-23,10629,MO
1988-07-30,12152,MO
1988-08-06,8433,MO
1988-08-13,9003,MO
1988-08-20,6971,MO
1988-08-27,6209,MO
1988-09-03,6604,MO
1988-09-10,5073,MO
1988-09-17,6721,MO
1988-09-24,6460,MO
1988-10-01,5314,MO
1988-10-08,6861,MO
1988-10-15,5631,MO
1988-10-22,6445,MO
1988-10-29,6539,MO
1988-11-05,7409,MO
1988-11-12,6537,MO
1988-11-19,7979,MO
1988-11-26,6882,MO
1988-12-03,9825,MO
1988-12-10,7933,MO
1988-12-17,9098,MO
1988-12-24,8794,MO
1988-12-31,10919,MO
1989-01-07,17001,MO
1989-01-14,14209,MO
1989-01-21,9440,MO
1989-01-28,8095,MO
1989-02-04,8447,MO
1989-02-11,12406,MO
1989-02-18,9464,MO
1989-02-25,7092,MO
1989-03-04,8066,MO
1989-03-11,7131,MO
1989-03-18,8604,MO
1989-03-25,10183,MO
1989-04-01,6934,MO
1989-04-08,7817,MO
1989-04-15,6584,MO
1989-04-22,5332,MO
1989-04-29,4848,MO
1989-05-06,6327,MO
1989-05-13,9302,MO
1989-05-20,6829,MO
1989-05-27,6392,MO
1989-06-03,6310,MO
1989-06-10,7396,MO
1989-06-17,7220,MO
1989-06-24,8798,MO
1989-07-01,7212,MO
1989-07-08,7104,MO
1989-07-15,8904,MO
1989-07-22,11168,MO
1989-07-29,12147,MO
1989-08-05,7327,MO
1989-08-12,6162,MO
1989-08-19,5652,MO
1989-08-26,5794,MO
1989-09-02,5992,MO
1989-09-09,5638,MO
1989-09-16,6476,MO
1989-09-23,5548,MO
1989-09-30,5798,MO
1989-10-07,7215,MO
1989-10-14,8523,MO
1989-10-21,7271,MO
1989-10-28,6905,MO
1989-11-04,10942,MO
1989-11-11,7016,MO
1989-11-18,8108,MO
1989-11-25,5926,MO
1989-12-02,9604,MO
1989-12-09,8610,MO
1989-12-16,11582,MO
1989-12-23,15598,MO
1989-12-30,13585,MO
1990-01-06,12948,MO
1990-01-13,18417,MO
1990-01-20,15027,MO
1990-01-27,12193,MO
1990-02-03,8755,MO
1990-02-10,8418,MO
1990-02-17,9156,MO
1990-02-24,9502,MO
1990-03-03,8400,MO
1990-03-10,10181,MO
1990-03-17,9550,MO
1990-03-24,7585,MO
1990-03-31,6740,MO
1990-04-07,8751,MO
1990-04-14,7072,MO
1990-04-21,6965,MO
1990-04-28,6227,MO
1990-05-05,6535,MO
1990-05-12,6485,MO
1990-05-19,7974,MO
1990-05-26,7283,MO
1990-06-02,5756,MO
1990-06-09,7855,MO
1990-06-16,7963,MO
1990-06-23,8115,MO
1990-06-30,6718,MO
1990-07-07,7930,MO
1990-07-14,8660,MO
1990-07-21,13150,MO
1990-07-28,8741,MO
1990-08-04,7921,MO
1990-08-11,10451,MO
1990-08-18,7528,MO
1990-08-25,6685,MO
1990-09-01,7840,MO
1990-09-08,5883,MO
1990-09-15,7451,MO
1990-09-22,8085,MO
1990-09-29,7090,MO
1990-10-06,6889,MO
1990-10-13,8550,MO
1990-10-20,8712,MO
1990-10-27,10240,MO
1990-11-03,10321,MO
1990-11-10,10793,MO
1990-11-17,10367,MO
1990-11-24,9993,MO
1990-12-01,13724,MO
1990-12-08,16835,MO
1990-12-15,14351,MO
1990-12-22,16685,MO
1990-12-29,18175,MO
1991-01-05,21397,MO
1991-01-12,26585,MO
1991-01-19,23139,MO
1991-01-26,13147,MO
1991-02-02,11721,MO
1991-02-09,15241,MO
1991-02-16,11191,MO
1991-02-23,13434,MO
1991-03-02,10990,MO
1991-03-09,13555,MO
1991-03-16,9481,MO
1991-03-23,11993,MO
1991-03-30,8696,MO
1991-04-06,8545,MO
1991-04-13,10584,MO
1991-04-20,12991,MO
1991-04-27,9207,MO
1991-05-04,7726,MO
1991-05-11,7286,MO
1991-05-18,10108,MO
1991-05-25,8323,MO
1991-06-01,7094,MO
1991-06-08,10101,MO
1991-06-15,12370,MO
1991-06-22,7909,MO
1991-06-29,8234,MO
1991-07-06,7563,MO
1991-07-13,10095,MO
1991-07-20,10037,MO
1991-07-27,8412,MO
1991-08-03,8031,MO
1991-08-10,9762,MO
1991-08-17,7673,MO
1991-08-24,6704,MO
1991-08-31,6771,MO
1991-09-07,7764,MO
1991-09-14,7651,MO
1991-09-21,7200,MO
1991-09-28,7534,MO
1991-10-05,7638,MO
1991-10-12,8616,MO
1991-10-19,8472,MO
1991-10-26,8186,MO
1991-11-02,11522,MO
1991-11-09,12684,MO
1991-11-16,8746,MO
1991-11-23,13998,MO
1991-11-30,11007,MO
1991-12-07,14626,MO
1991-12-14,16877,MO
1991-12-21,12556,MO
1991-12-28,14513,MO
1992-01-04,15646,MO
1992-01-11,24861,MO
1992-01-18,23712,MO
1992-01-25,12886,MO
1992-02-01,10912,MO
1992-02-08,14148,MO
1992-02-15,11084,MO
1992-02-22,11342,MO
1992-02-29,11272,MO
1992-03-07,12971,MO
1992-03-14,8866,MO
1992-03-21,8256,MO
1992-03-28,7828,MO
1992-04-04,8204,MO
1992-04-11,10799,MO
1992-04-18,8233,MO
1992-04-25,7908,MO
1992-05-02,7656,MO
1992-05-09,6346,MO
1992-05-16,7851,MO
1992-05-23,7439,MO
1992-05-30,6669,MO
1992-06-06,9470,MO
1992-06-13,10130,MO
1992-06-20,10053,MO
1992-06-27,8829,MO
1992-07-04,8139,MO
1992-07-11,13094,MO
1992-07-18,10953,MO
1992-07-25,10122,MO
1992-08-01,11263,MO
1992-08-08,11091,MO
1992-08-15,6453,MO
1992-08-22,6714,MO
1992-08-29,7039,MO
1992-09-05,9482,MO
1992-09-12,5817,MO
1992-09-19,6407,MO
1992-09-26,6231,MO
1992-10-03,6998,MO
1992-10-10,7971,MO
1992-10-17,8170,MO
1992-10-24,8639,MO
1992-10-31,6891,MO
1992-11-07,9723,MO
1992-11-14,8992,MO
1992-11-21,8136,MO
1992-11-28,7390,MO
1992-12-05,11301,MO
1992-12-12,10261,MO
1992-12-19,11458,MO
1992-12-26,11417,MO
1993-01-02,11758,MO
1993-01-09,18299,MO
1993-01-16,17899,MO
1993-01-23,12641,MO
1993-01-30,9140,MO
1993-02-06,7271,MO
1993-02-13,7814,MO
1993-02-20,8089,MO
1993-02-27,11159,MO
1993-03-06,9824,MO
1993-03-13,9804,MO
1993-03-20,6872,MO
1993-03-27,6976,MO
1993-04-03,6536,MO
1993-04-10,10003,MO
1993-04-17,7656,MO
1993-04-24,7365,MO
1993-05-01,5957,MO
1993-05-08,4981,MO
1993-05-15,6726,MO
1993-05-22,6180,MO
1993-05-29,6460,MO
1993-06-05,5802,MO
1993-06-12,7903,MO
1993-06-19,6647,MO
1993-06-26,7286,MO
1993-07-03,7768,MO
1993-07-10,7867,MO
1993-07-17,10082,MO
1993-07-24,10247,MO
1993-07-31,13762,MO
1993-08-07,11578,MO
1993-08-14,7153,MO
1993-08-21,6336,MO
1993-08-28,5737,MO
1993-09-04,5827,MO
1993-09-11,4597,MO
1993-09-18,6113,MO
1993-09-25,6353,MO
1993-10-02,6165,MO
1993-10-09,7326,MO
1993-10-16,5489,MO
1993-10-23,6382,MO
1993-10-30,5792,MO
1993-11-06,7379,MO
1993-11-13,5839,MO
1993-11-20,7974,MO
1993-11-27,5930,MO
1993-12-04,10022,MO
1993-12-11,10303,MO
1993-12-18,10051,MO
1993-12-25,10089,MO
1994-01-01,11875,MO
1994-01-08,18050,MO
1994-01-15,14695,MO
1994-01-22,11055,MO
1994-01-29,10206,MO
1994-02-05,8453,MO
1994-02-12,6213,MO
1994-02-19,7801,MO
1994-02-26,6350,MO
1994-03-05,8736,MO
1994-03-12,7124,MO
1994-03-19,6191,MO
1994-03-26,5807,MO
1994-04-02,6791,MO
1994-04-09,7801,MO
1994-04-16,7299,MO
1994-04-23,6084,MO
1994-04-30,5255,MO
1994-05-07,7408,MO
1994-05-14,5474,MO
1994-05-21,5710,MO
1994-05-28,6343,MO
1994-06-04,7577,MO
1994-06-11,7745,MO
1994-06-18,6637,MO
1994-06-25,5673,MO
1994-07-02,6251,MO
1994-07-09,7889,MO
1994-07-16,7449,MO
1994-07-23,7378,MO
1994-07-30,6904,MO
1994-08-06,9127,MO
1994-08-13,6471,MO
1994-08-20,5253,MO
1994-08-27,5053,MO
1994-09-03,5011,MO
1994-09-10,4169,MO
1994-09-17,4562,MO
1994-09-24,4740,MO
1994-10-01,5219,MO
1994-10-08,5961,MO
1994-10-15,5295,MO
1994-10-22,5337,MO
1994-10-29,6855,MO
1994-11-05,7223,MO
1994-11-12,5612,MO
1994-11-19,7031,MO
1994-11-26,6343,MO
1994-12-03,8398,MO
1994-12-10,7751,MO
1994-12-17,8119,MO
1994-12-24,10304,MO
1994-12-31,10249,MO
1995-01-07,15400,MO
1995-01-14,15536,MO
1995-01-21,8453,MO
1995-01-28,9021,MO
1995-02-04,7688,MO
1995-02-11,7230,MO
1995-02-18,6472,MO
1995-02-25,5943,MO
1995-03-04,6822,MO
1995-03-11,6897,MO
1995-03-18,5176,MO
1995-03-25,4665,MO
1995-04-01,5251,MO
1995-04-08,6407,MO
1995-04-15,6512,MO
1995-04-22,5610,MO
1995-04-29,5113,MO
1995-05-06,5699,MO
1995-05-13,6066,MO
1995-05-20,6488,MO
1995-05-27,7145,MO
1995-06-03,6821,MO
1995-06-10,8553,MO
1995-06-17,10020,MO
1995-06-24,6672,MO
1995-07-01,6648,MO
1995-07-08,8282,MO
1995-07-15,8112,MO
1995-07-22,8906,MO
1995-07-29,7714,MO
1995-08-05,6488,MO
1995-08-12,6193,MO
1995-08-19,5610,MO
1995-08-26,7074,MO
1995-09-02,5729,MO
1995-09-09,4484,MO
1995-09-16,6235,MO
1995-09-23,5704,MO
1995-09-30,6584,MO
1995-10-07,8091,MO
1995-10-14,5024,MO
1995-10-21,6760,MO
1995-10-28,5541,MO
1995-11-04,9482,MO
1995-11-11,6615,MO
1995-11-18,7541,MO
1995-11-25,6873,MO
1995-12-02,9145,MO
1995-12-09,10303,MO
1995-12-16,8643,MO
1995-12-23,14920,MO
1995-12-30,12864,MO
1996-01-06,12753,MO
1996-01-13,17552,MO
1996-01-20,8078,MO
1996-01-27,9466,MO
1996-02-03,12436,MO
1996-02-10,8667,MO
1996-02-17,5978,MO
1996-02-24,5414,MO
1996-03-02,7538,MO
1996-03-09,6788,MO
1996-03-16,6528,MO
1996-03-23,6354,MO
1996-03-30,6300,MO
1996-04-06,7688,MO
1996-04-13,6495,MO
1996-04-20,5086,MO
1996-04-27,4815,MO
1996-05-04,5397,MO
1996-05-11,5415,MO
1996-05-18,6274,MO
1996-05-25,5790,MO
1996-06-01,5294,MO
1996-06-08,6611,MO
1996-06-15,6616,MO
1996-06-22,6266,MO
1996-06-29,7147,MO
1996-07-06,6094,MO
1996-07-13,8367,MO
1996-07-20,9708,MO
1996-07-27,7445,MO
1996-08-03,9229,MO
1996-08-10,6180,MO
1996-08-17,5489,MO
1996-08-24,5284,MO
1996-08-31,4880,MO
1996-09-07,4165,MO
1996-09-14,4949,MO
1996-09-21,4950,MO
1996-09-28,4855,MO
1996-10-05,4938,MO
1996-10-12,7416,MO
1996-10-19,4658,MO
1996-10-26,6511,MO
1996-11-02,6606,MO
1996-11-09,6526,MO
1996-11-16,6977,MO
1996-11-23,6652,MO
1996-11-30,7056,MO
1996-12-07,10389,MO
1996-12-14,6808,MO
1996-12-21,10149,MO
1996-12-28,15079,MO
1997-01-04,11897,MO
1997-01-11,15662,MO
1997-01-18,13298,MO
1997-01-25,9592,MO
1997-02-01,8023,MO
1997-02-08,7273,MO
1997-02-15,6657,MO
1997-02-22,5725,MO
1997-03-01,5645,MO
1997-03-08,5907,MO
1997-03-15,4923,MO
1997-03-22,4765,MO
1997-03-29,5562,MO
1997-04-05,4992,MO
1997-04-12,5841,MO
1997-04-19,8104,MO
1997-04-26,6268,MO
1997-05-03,5964,MO
1997-05-10,4920,MO
1997-05-17,6360,MO
1997-05-24,5600,MO
1997-05-31,5481,MO
1997-06-07,6952,MO
1997-06-14,6835,MO
1997-06-21,5974,MO
1997-06-28,5392,MO
1997-07-05,5993,MO
1997-07-12,7881,MO
1997-07-19,11661,MO
1997-07-26,7902,MO
1997-08-02,7244,MO
1997-08-09,4965,MO
1997-08-16,5191,MO
1997-08-23,5813,MO
1997-08-30,6055,MO
1997-09-06,4163,MO
1997-09-13,4871,MO
1997-09-20,6489,MO
1997-09-27,5713,MO
1997-10-04,4868,MO
1997-10-11,5096,MO
1997-10-18,4283,MO
1997-10-25,4799,MO
1997-11-01,6149,MO
1997-11-08,7142,MO
1997-11-15,6532,MO
1997-11-22,6413,MO
1997-11-29,4557,MO
1997-12-06,8343,MO
1997-12-13,11278,MO
1997-12-20,9924,MO
1997-12-27,10653,MO
1998-01-03,11911,MO
1998-01-10,16831,MO
1998-01-17,12146,MO
1998-01-24,7991,MO
1998-01-31,6708,MO
1998-02-07,6141,MO
1998-02-14,4992,MO
1998-02-21,6758,MO
1998-02-28,5950,MO
1998-03-07,5533,MO
1998-03-14,8461,MO
1998-03-21,8569,MO
1998-03-28,5604,MO
1998-04-04,5958,MO
1998-04-11,7453,MO
1998-04-18,5433,MO
1998-04-25,4977,MO
1998-05-02,7383,MO
1998-05-09,5417,MO
1998-05-16,6418,MO
1998-05-23,5529,MO
1998-05-30,6230,MO
1998-06-06,6538,MO
1998-06-13,7814,MO
1998-06-20,8140,MO
1998-06-27,6565,MO
1998-07-04,6760,MO
1998-07-11,8367,MO
1998-07-18,10492,MO
1998-07-25,10885,MO
1998-08-01,5908,MO
1998-08-08,6377,MO
1998-08-15,5031,MO
1998-08-22,4747,MO
1998-08-29,4660,MO
1998-09-05,4966,MO
1998-09-12,4062,MO
1998-09-19,4705,MO
1998-09-26,4680,MO
1998-10-03,4934,MO
1998-10-10,5963,MO
1998-10-17,4888,MO
1998-10-24,5001,MO
1998-10-31,5367,MO
1998-11-07,6805,MO
1998-11-14,8420,MO
1998-11-21,6461,MO
1998-11-28,4481,MO
1998-12-05,7840,MO
1998-12-12,7112,MO
1998-12-19,8005,MO
1998-12-26,14127,MO
1999-01-02,13329,MO
1999-01-09,16383,MO
1999-01-16,13805,MO
1999-01-23,7002,MO
1999-01-30,6287,MO
1999-02-06,6314,MO
1999-02-13,6825,MO
1999-02-20,5174,MO
1999-02-27,5763,MO
1999-03-06,5229,MO
1999-03-13,5662,MO
1999-03-20,7218,MO
1999-03-27,4946,MO
1999-04-03,4966,MO
1999-04-10,5631,MO
1999-04-17,5368,MO
1999-04-24,5164,MO
1999-05-01,5001,MO
1999-05-08,4863,MO
1999-05-15,5538,MO
1999-05-22,4836,MO
1999-05-29,5882,MO
1999-06-05,7364,MO
1999-06-12,6936,MO
1999-06-19,5487,MO
1999-06-26,5740,MO
1999-07-03,11197,MO
1999-07-10,8256,MO
