date,value,state
2005-02-05,7050,IN
2005-02-12,6892,IN
2005-02-19,6300,IN
2005-02-26,5695,IN
2005-03-05,6591,IN
2005-03-12,6438,IN
2005-03-19,5967,IN
2005-03-26,5610,IN
2005-04-02,5965,IN
2005-04-09,7272,IN
2005-04-16,5570,IN
2005-04-23,5730,IN
2005-04-30,6206,IN
2005-05-07,5958,IN
2005-05-14,6065,IN
2005-05-21,5791,IN
2005-05-28,6411,IN
2005-06-04,8067,IN
2005-06-11,6386,IN
2005-06-18,5800,IN
2005-06-25,6143,IN
2005-07-02,8601,IN
2005-07-09,17323,IN
2005-07-16,9396,IN
2005-07-23,6345,IN
2005-07-30,5382,IN
2005-08-06,5682,IN
2005-08-13,5010,IN
2005-08-20,5478,IN
2005-08-27,5360,IN
2005-09-03,5118,IN
2005-09-10,4743,IN
2005-09-17,4915,IN
2005-09-24,4970,IN
2005-10-01,5689,IN
2005-10-08,6188,IN
2005-10-15,6064,IN
2005-10-22,6885,IN
2005-10-29,6036,IN
2005-11-05,6369,IN
2005-11-12,5349,IN
2005-11-19,7944,IN
2005-11-26,6222,IN
2005-12-03,10550,IN
2005-12-10,11006,IN
2005-12-17,9921,IN
2005-12-24,14049,IN
2005-12-31,16130,IN
2006-01-07,14090,IN
2006-01-14,10428,IN
2006-01-21,7777,IN
2006-01-28,7756,IN
2006-02-04,8445,IN
2006-02-11,9124,IN
2006-02-18,6650,IN
2006-02-25,5900,IN
2006-03-04,6034,IN
2006-03-11,6407,IN
2006-03-18,5874,IN
2006-03-25,6563,IN
2006-04-01,5684,IN
2006-04-08,7757,IN
2006-04-15,4505,IN
2006-04-22,5843,IN
2006-04-29,5141,IN
2006-05-06,5169,IN
2006-05-13,8120,IN
2006-05-20,6471,IN
2006-05-27,5946,IN
2006-06-03,5951,IN
2006-06-10,6437,IN
2006-06-17,6032,IN
2006-06-24,5296,IN
2006-07-01,9250,IN
2006-07-08,14394,IN
2006-07-15,12621,IN
2006-07-22,6551,IN
2006-07-29,5663,IN
2006-08-05,7146,IN
2006-08-12,5216,IN
2006-08-19,5890,IN
2006-08-26,5918,IN
2006-09-02,7506,IN
2006-09-09,5849,IN
2006-09-16,6117,IN
2006-09-23,6172,IN
2006-09-30,8026,IN
2006-10-07,7720,IN
2006-10-14,5893,IN
2006-10-21,7961,IN
2006-10-28,8460,IN
2006-11-04,7263,IN
2006-11-11,5893,IN
2006-11-18,9156,IN
2006-11-25,10998,IN
2006-12-02,10864,IN
2006-12-09,11804,IN
2006-12-16,7658,IN
2006-12-23,17202,IN
2006-12-30,15950,IN
2007-01-06,12878,IN
2007-01-13,12844,IN
2007-01-20,9259,IN
2007-01-27,9211,IN
2007-02-03,8434,IN
2007-02-10,9359,IN
2007-02-17,7403,IN
2007-02-24,8889,IN
2007-03-03,6803,IN
2007-03-10,6232,IN
2007-03-17,5641,IN
2007-03-24,6856,IN
2007-03-31,6106,IN
2007-04-07,6086,IN
2007-04-14,7502,IN
2007-04-21,5697,IN
2007-04-28,5192,IN
2007-05-05,5489,IN
2007-05-12,5597,IN
2007-05-19,5446,IN
2007-05-26,6448,IN
2007-06-02,5842,IN
2007-06-09,6575,IN
2007-06-16,5711,IN
2007-06-23,5711,IN
2007-06-30,7699,IN
2007-07-07,13554,IN
2007-07-14,9032,IN
2007-07-21,6644,IN
2007-07-28,5583,IN
2007-08-04,5887,IN
2007-08-11,6083,IN
2007-08-18,5784,IN
2007-08-25,5695,IN
2007-09-01,5396,IN
2007-09-08,5235,IN
2007-09-15,6764,IN
2007-09-22,5353,IN
2007-09-29,7281,IN
2007-10-06,7142,IN
2007-10-13,7527,IN
2007-10-20,8435,IN
2007-10-27,7024,IN
2007-11-03,7769,IN
2007-11-10,7841,IN
2007-11-17,7665,IN
2007-11-24,9725,IN
2007-12-01,12048,IN
2007-12-08,10740,IN
2007-12-15,11500,IN
2007-12-22,16254,IN
2007-12-29,17366,IN
2008-01-05,13840,IN
2008-01-12,16108,IN
2008-01-19,10851,IN
2008-01-26,9096,IN
2008-02-02,9576,IN
2008-02-09,9200,IN
2008-02-16,8545,IN
2008-02-23,7249,IN
2008-03-01,7611,IN
2008-03-08,9769,IN
2008-03-15,8855,IN
2008-03-22,6642,IN
2008-03-29,10394,IN
2008-04-05,9571,IN
2008-04-12,9711,IN
2008-04-19,7401,IN
2008-04-26,7732,IN
2008-05-03,7855,IN
2008-05-10,6959,IN
2008-05-17,7878,IN
2008-05-24,7776,IN
2008-05-31,8276,IN
2008-06-07,9362,IN
2008-06-14,7948,IN
2008-06-21,7456,IN
2008-06-28,10769,IN
2008-07-05,14480,IN
2008-07-12,17072,IN
2008-07-19,14087,IN
2008-07-26,10295,IN
2008-08-02,8915,IN
2008-08-09,8949,IN
2008-08-16,9006,IN
2008-08-23,9242,IN
2008-08-30,10974,IN
2008-09-06,9446,IN
2008-09-13,8938,IN
2008-09-20,8595,IN
2008-09-27,9237,IN
2008-10-04,11083,IN
2008-10-11,11224,IN
2008-10-18,12521,IN
2008-10-25,13033,IN
2008-11-01,12412,IN
2008-11-08,13533,IN
2008-11-15,15082,IN
2008-11-22,21583,IN
2008-11-29,20650,IN
2008-12-06,21590,IN
2008-12-13,19182,IN
2008-12-20,25977,IN
2008-12-27,27937,IN
2009-01-03,22535,IN
2009-01-10,28616,IN
2009-01-17,20502,IN
2009-01-24,18153,IN
2009-01-31,17562,IN
2009-02-07,19260,IN
2009-02-14,17704,IN
2009-02-21,15812,IN
2009-02-28,16891,IN
2009-03-07,22494,IN
2009-03-14,15019,IN
2009-03-21,14198,IN
2009-03-28,16338,IN
2009-04-04,15436,IN
2009-04-11,16271,IN
2009-04-18,14544,IN
2009-04-25,12657,IN
2009-05-02,13708,IN
2009-05-09,15973,IN
2009-05-16,12892,IN
2009-05-23,11963,IN
2009-05-30,11238,IN
2009-06-06,14165,IN
2009-06-13,12178,IN
2009-06-20,10502,IN
2009-06-27,10525,IN
2009-07-04,15955,IN
2009-07-11,13458,IN
2009-07-18,13984,IN
2009-07-25,10506,IN
2009-08-01,9048,IN
2009-08-08,9432,IN
2009-08-15,9311,IN
2009-08-22,8843,IN
2009-08-29,8910,IN
2009-09-05,9818,IN
2009-09-12,8041,IN
2009-09-19,7828,IN
2009-09-26,8551,IN
2009-10-03,8594,IN
2009-10-10,12523,IN
2009-10-17,11425,IN
2009-10-24,9322,IN
2009-10-31,9301,IN
2009-11-07,9751,IN
2009-11-14,8896,IN
2009-11-21,8133,IN
2009-11-28,11120,IN
2009-12-05,11421,IN
2009-12-12,11168,IN
2009-12-19,10860,IN
2009-12-26,15997,IN
2010-01-02,16281,IN
2010-01-09,15992,IN
2010-01-16,12232,IN
2010-01-23,8408,IN
2010-01-30,8192,IN
2010-02-06,8198,IN
2010-02-13,7577,IN
2010-02-20,7386,IN
2010-02-27,7253,IN
2010-03-06,6894,IN
2010-03-13,7474,IN
2010-03-20,5970,IN
2010-03-27,6260,IN
2010-04-03,6551,IN
2010-04-10,11148,IN
2010-04-17,9564,IN
2010-04-24,7936,IN
2010-05-01,6267,IN
2010-05-08,6335,IN
2010-05-15,6919,IN
2010-05-22,6884,IN
2010-05-29,7287,IN
2010-06-05,7076,IN
2010-06-12,8140,IN
2010-06-19,6606,IN
2010-06-26,6436,IN
2010-07-03,7975,IN
2010-07-10,17155,IN
2010-07-17,12009,IN
2010-07-24,10766,IN
2010-07-31,6389,IN
2010-08-07,9422,IN
2010-08-14,7189,IN
2010-08-21,6132,IN
2010-08-28,5663,IN
2010-09-04,5735,IN
2010-09-11,5212,IN
2010-09-18,5448,IN
2010-09-25,5489,IN
2010-10-02,6322,IN
2010-10-09,8397,IN
2010-10-16,8517,IN
2010-10-23,7422,IN
2010-10-30,9342,IN
2010-11-06,7341,IN
2010-11-13,9435,IN
2010-11-20,8274,IN
2010-11-27,9941,IN
2010-12-04,10980,IN
2010-12-11,11126,IN
2010-12-18,11144,IN
2010-12-25,14040,IN
2011-01-01,14764,IN
2011-01-08,20075,IN
2011-01-15,14467,IN
2011-01-22,9071,IN
2011-01-29,8217,IN
2011-02-05,6716,IN
2011-02-12,7747,IN
2011-02-19,5816,IN
2011-02-26,5500,IN
2011-03-05,6238,IN
2011-03-12,5723,IN
2011-03-19,5066,IN
2011-03-26,5386,IN
2011-04-02,5965,IN
2011-04-09,9280,IN
2011-04-16,8038,IN
2011-04-23,7156,IN
2011-04-30,8393,IN
2011-05-07,7194,IN
2011-05-14,6391,IN
2011-05-21,6414,IN
2011-05-28,6386,IN
2011-06-04,6925,IN
2011-06-11,7216,IN
2011-06-18,6836,IN
2011-06-25,6218,IN
2011-07-02,8040,IN
2011-07-09,10972,IN
2011-07-16,9166,IN
2011-07-23,6304,IN
2011-07-30,6338,IN
2011-08-06,5438,IN
2011-08-13,5775,IN
2011-08-20,5540,IN
2011-08-27,5177,IN
2011-09-03,6414,IN
2011-09-10,5523,IN
2011-09-17,5991,IN
2011-09-24,5272,IN
2011-10-01,6138,IN
2011-10-08,7951,IN
2011-10-15,7248,IN
2011-10-22,7463,IN
2011-10-29,6839,IN
2011-11-05,6964,IN
2011-11-12,9215,IN
2011-11-19,7741,IN
2011-11-26,9386,IN
2011-12-03,10045,IN
2011-12-10,8520,IN
2011-12-17,8568,IN
2011-12-24,13652,IN
2011-12-31,12735,IN
2012-01-07,14189,IN
2012-01-14,11018,IN
2012-01-21,8619,IN
2012-01-28,7880,IN
2012-02-04,6769,IN
2012-02-11,6072,IN
2012-02-18,5841,IN
2012-02-25,5451,IN
2012-03-03,6043,IN
2012-03-10,5717,IN
2012-03-17,4732,IN
2012-03-24,4791,IN
2012-03-31,5120,IN
2012-04-07,10104,IN
2012-04-14,6763,IN
2012-04-21,5468,IN
2012-04-28,7762,IN
2012-05-05,6027,IN
2012-05-12,5517,IN
2012-05-19,5629,IN
2012-05-26,5799,IN
2012-06-02,5772,IN
2012-06-09,6654,IN
2012-06-16,5941,IN
2012-06-23,5618,IN
2012-06-30,6047,IN
2012-07-07,9623,IN
2012-07-14,7425,IN
2012-07-21,6566,IN
2012-07-28,5979,IN
2012-08-04,6881,IN
2012-08-11,5396,IN
2012-08-18,5285,IN
2012-08-25,5422,IN
2012-09-01,5483,IN
2012-09-08,5321,IN
2012-09-15,7060,IN
2012-09-22,4900,IN
2012-09-29,5068,IN
2012-10-06,5810,IN
2012-10-13,6892,IN
2012-10-20,6301,IN
2012-10-27,7964,IN
2012-11-03,7361,IN
2012-11-10,6484,IN
2012-11-17,7128,IN
2012-11-24,6797,IN
2012-12-01,8043,IN
2012-12-08,7589,IN
2012-12-15,8138,IN
2012-12-22,9313,IN
2012-12-29,9991,IN
2013-01-05,9987,IN
2013-01-12,15990,IN
2013-01-19,8936,IN
2013-01-26,7158,IN
2013-02-02,6696,IN
2013-02-09,6864,IN
2013-02-16,5282,IN
2013-02-23,5790,IN
2013-03-02,5583,IN
2013-03-09,4999,IN
2013-03-16,4576,IN
2013-03-23,4949,IN
2013-03-30,5903,IN
2013-04-06,4961,IN
2013-04-13,8022,IN
2013-04-20,5648,IN
2013-04-27,5443,IN
2013-05-04,5043,IN
2013-05-11,5441,IN
2013-05-18,5025,IN
2013-05-25,4943,IN
2013-06-01,4821,IN
2013-06-08,5308,IN
2013-06-15,5010,IN
2013-06-22,5183,IN
2013-06-29,5261,IN
2013-07-06,6410,IN
2013-07-13,9461,IN
2013-07-20,5634,IN
2013-07-27,4751,IN
2013-08-03,4853,IN
2013-08-10,5201,IN
2013-08-17,4774,IN
2013-08-24,4753,IN
2013-08-31,5032,IN
2013-09-07,4413,IN
2013-09-14,5246,IN
2013-09-21,4477,IN
2013-09-28,4921,IN
2013-10-05,5253,IN
2013-10-12,6130,IN
2013-10-19,5232,IN
2013-10-26,4994,IN
2013-11-02,5446,IN
2013-11-09,5882,IN
2013-11-16,5232,IN
2013-11-23,6267,IN
2013-11-30,6037,IN
2013-12-07,7228,IN
2013-12-14,8701,IN
2013-12-21,7338,IN
2013-12-28,8133,IN
2014-01-04,8046,IN
2014-01-11,14668,IN
2014-01-18,3928,IN
2014-01-25,9682,IN
2014-02-01,6909,IN
2014-02-08,5484,IN
2014-02-15,5077,IN
2014-02-22,4100,IN
2014-03-01,4508,IN
2014-03-08,4337,IN
2014-03-15,3907,IN
2014-03-22,3753,IN
2014-03-29,3660,IN
2014-04-05,4022,IN
2014-04-12,5745,IN
2014-04-19,4168,IN
2014-04-26,4402,IN
2014-05-03,4222,IN
2014-05-10,3846,IN
2014-05-17,4203,IN
2014-05-24,4102,IN
2014-05-31,3564,IN
2014-06-07,4267,IN
2014-06-14,3897,IN
2014-06-21,4043,IN
2014-06-28,3886,IN
2014-07-05,3985,IN
2014-07-12,8733,IN
2014-07-19,4450,IN
2014-07-26,3954,IN
2014-08-02,4066,IN
2014-08-09,4114,IN
2014-08-16,3855,IN
2014-08-23,3775,IN
2014-08-30,4071,IN
2014-09-06,3790,IN
2014-09-13,3613,IN
2014-09-20,3279,IN
2014-09-27,3761,IN
2014-10-04,3983,IN
2014-10-11,4657,IN
2014-10-18,4217,IN
2014-10-25,3770,IN
2014-11-01,4221,IN
2014-11-08,4615,IN
2014-11-15,4770,IN
2014-11-22,6559,IN
2014-11-29,5052,IN
2014-12-06,5829,IN
2014-12-13,5230,IN
2014-12-20,6295,IN
2014-12-27,6161,IN
2015-01-03,7564,IN
2015-01-10,13722,IN
2015-01-17,6765,IN
2015-01-24,4642,IN
2015-01-31,4891,IN
2015-02-07,4550,IN
2015-02-14,4194,IN
2015-02-21,5038,IN
2015-02-28,4963,IN
2015-03-07,4061,IN
2015-03-14,3277,IN
2015-03-21,3169,IN
2015-03-28,3499,IN
2015-04-04,3100,IN
2015-04-11,4567,IN
2015-04-18,3523,IN
2015-04-25,3365,IN
2015-05-02,3420,IN
2015-05-09,3234,IN
2015-05-16,3377,IN
2015-05-23,3290,IN
2015-05-30,3049,IN
2015-06-06,3626,IN
2015-06-13,3460,IN
2015-06-20,3472,IN
2015-06-27,3772,IN
2015-07-04,3684,IN
2015-07-11,4954,IN
2015-07-18,3852,IN
2015-07-25,3139,IN
2015-08-01,3391,IN
2015-08-08,3275,IN
2015-08-15,3166,IN
2015-08-22,2851,IN
2015-08-29,3675,IN
2015-09-05,3199,IN
2015-09-12,2911,IN
2015-09-19,3394,IN
2015-09-26,3034,IN
2015-10-03,3139,IN
2015-10-10,3645,IN
2015-10-17,3048,IN
2015-10-24,3569,IN
2015-10-31,3639,IN
2015-11-07,3868,IN
2015-11-14,3808,IN
2015-11-21,4514,IN
2015-11-28,4161,IN
2015-12-05,5676,IN
2015-12-12,4919,IN
2015-12-19,5370,IN
2015-12-26,5636,IN
2016-01-02,6205,IN
2016-01-09,11082,IN
2016-01-16,6400,IN
2016-01-23,4893,IN
2016-01-30,4826,IN
2016-02-06,3982,IN
2016-02-13,3492,IN
2016-02-20,3404,IN
2016-02-27,3462,IN
2016-03-05,3572,IN
2016-03-12,3226,IN
2016-03-19,3436,IN
2016-03-26,2528,IN
2016-04-02,2880,IN
2016-04-09,3546,IN
2016-04-16,3098,IN
2016-04-23,2939,IN
2016-04-30,2841,IN
2016-05-07,2684,IN
2016-05-14,3342,IN
2016-05-21,3072,IN
2016-05-28,3792,IN
2016-06-04,3102,IN
2016-06-11,3135,IN
2016-06-18,3031,IN
2016-06-25,2847,IN
2016-07-02,3076,IN
2016-07-09,3444,IN
2016-07-16,3522,IN
2016-07-23,2869,IN
2016-07-30,3184,IN
2016-08-06,3643,IN
2016-08-13,2946,IN
2016-08-20,2974,IN
2016-08-27,2711,IN
2016-09-03,2826,IN
2016-09-10,2615,IN
2016-09-17,2626,IN
2016-09-24,2460,IN
2016-10-01,2564,IN
2016-10-08,3162,IN
2016-10-15,2766,IN
2016-10-22,2687,IN
2016-10-29,2672,IN
2016-11-05,3061,IN
2016-11-12,2947,IN
2016-11-19,4293,IN
2016-11-26,3409,IN
2016-12-03,4660,IN
2016-12-10,5136,IN
2016-12-17,6235,IN
2016-12-24,5580,IN
2016-12-31,4585,IN
2017-01-07,6168,IN
2017-01-14,4943,IN
2017-01-21,3945,IN
2017-01-28,4700,IN
2017-02-04,3573,IN
2017-02-11,3209,IN
2017-02-18,2753,IN
2017-02-25,2449,IN
2017-03-04,2550,IN
2017-03-11,2587,IN
2017-03-18,2391,IN
2017-03-25,2517,IN
2017-04-01,3415,IN
2017-04-08,3258,IN
2017-04-15,2271,IN
2017-04-22,2403,IN
2017-04-29,2753,IN
2017-05-06,2772,IN
2017-05-13,2487,IN
2017-05-20,2564,IN
2017-05-27,2813,IN
2017-06-03,2149,IN
2017-06-10,2373,IN
2017-06-17,2741,IN
2017-06-24,2667,IN
2017-07-01,2323,IN
2017-07-08,2671,IN
2017-07-15,2699,IN
2017-07-22,2385,IN
2017-07-29,2399,IN
2017-08-05,2651,IN
2017-08-12,2709,IN
2017-08-19,2671,IN
2017-08-26,4401,IN
2017-09-02,2419,IN
2017-09-09,2016,IN
2017-09-16,2043,IN
2017-09-23,2117,IN
2017-09-30,2098,IN
2017-10-07,2713,IN
2017-10-14,2520,IN
2017-10-21,2503,IN
2017-10-28,3256,IN
2017-11-04,2524,IN
2017-11-11,2637,IN
2017-11-18,2865,IN
2017-11-25,2143,IN
2017-12-02,3360,IN
2017-12-09,3442,IN
2017-12-16,4369,IN
2017-12-23,4525,IN
2017-12-30,4538,IN
2018-01-06,6372,IN
2018-01-13,5433,IN
2018-01-20,3458,IN
2018-01-27,3357,IN
2018-02-03,2884,IN
2018-02-10,2791,IN
2018-02-17,2618,IN
2018-02-24,2173,IN
2018-03-03,2409,IN
2018-03-10,2136,IN
2018-03-17,2096,IN
2018-03-24,2141,IN
2018-03-31,2019,IN
2018-04-07,2669,IN
2018-04-14,2534,IN
2018-04-21,1980,IN
2018-04-28,1948,IN
2018-05-05,2126,IN
2018-05-12,2186,IN
2018-05-19,2058,IN
2018-05-26,2035,IN
2018-06-02,1968,IN
2018-06-09,2242,IN
2018-06-16,2257,IN
2018-06-23,2535,IN
2018-06-30,2170,IN
2018-07-07,2511,IN
2018-07-14,2293,IN
2018-07-21,1946,IN
2018-07-28,2053,IN
2018-08-04,1998,IN
2018-08-11,1991,IN
2018-08-18,2050,IN
2018-08-25,1959,IN
2018-09-01,2951,IN
2018-09-08,2139,IN
2018-09-15,1987,IN
2018-09-22,2010,IN
2018-09-29,1790,IN
2018-10-06,1922,IN
2018-10-13,2134,IN
2018-10-20,2235,IN
2018-10-27,2500,IN
2018-11-03,3434,IN
2018-11-10,2902,IN
2018-11-17,2791,IN
2018-11-24,2896,IN
2018-12-01,3977,IN
2018-12-08,3379,IN
2018-12-15,3380,IN
2018-12-22,4453,IN
2018-12-29,4232,IN
2019-01-05,4578,IN
2019-01-12,4835,IN
2019-01-19,3840,IN
2019-01-26,3467,IN
2019-02-02,3317,IN
2019-02-09,3462,IN
2019-02-16,2441,IN
2019-02-23,2367,IN
2019-03-02,2423,IN
2019-03-09,2845,IN
2019-03-16,2088,IN
2019-03-23,2069,IN
2019-03-30,2033,IN
2019-04-06,3038,IN
2019-04-13,2370,IN
2019-04-20,2719,IN
2019-04-27,2200,IN
2019-05-04,2086,IN
2019-05-11,2049,IN
2019-05-18,2009,IN
2019-05-25,1905,IN
2019-06-01,2101,IN
2019-06-08,2821,IN
2019-06-15,2120,IN
2019-06-22,1960,IN
2019-06-29,2225,IN
2019-07-06,2090,IN
2019-07-13,3527,IN
2019-07-20,2283,IN
2019-07-27,2051,IN
2019-08-03,2129,IN
2019-08-10,2518,IN
2019-08-17,2043,IN
2019-08-24,1989,IN
2019-08-31,1979,IN
2019-09-07,1986,IN
2019-09-14,2001,IN
2019-09-21,2797,IN
2019-09-28,2319,IN
2019-10-05,2672,IN
2019-10-12,2749,IN
2019-10-19,2116,IN
2019-10-26,2138,IN
2019-11-02,2381,IN
2019-11-09,3064,IN
2019-11-16,2725,IN
2019-11-23,3053,IN
2019-11-30,2312,IN
2019-12-07,4033,IN
2019-12-14,3411,IN
2019-12-21,3911,IN
2019-12-28,3418,IN
2020-01-04,4434,IN
2020-01-11,4890,IN
2020-01-18,3741,IN
2020-01-25,2956,IN
2020-02-01,3016,IN
2020-02-08,2725,IN
2020-02-15,2556,IN
2020-02-22,2979,IN
2020-02-29,2276,IN
2020-03-07,2223,IN
2020-03-14,2596,IN
2020-03-21,59755,IN
1986-02-08,0,IA
1986-02-15,3571,IA
1986-02-22,3039,IA
1986-03-01,3176,IA
1986-03-08,3198,IA
1986-03-15,3072,IA
1986-03-22,3167,IA
1986-03-29,2444,IA
1986-04-05,3000,IA
1986-04-12,4241,IA
1986-04-19,2744,IA
1986-04-26,3246,IA
1986-05-03,3013,IA
1986-05-10,2653,IA
1986-05-17,2481,IA
1986-05-24,2520,IA
1986-05-31,2686,IA
1986-06-07,2820,IA
1986-06-14,2627,IA
1986-06-21,2452,IA
1986-06-28,2512,IA
1986-07-05,2861,IA
1986-07-12,3679,IA
1986-07-19,3474,IA
1986-07-26,2230,IA
1986-08-02,2895,IA
1986-08-09,3523,IA
1986-08-16,5193,IA
1986-08-23,2221,IA
1986-08-30,4675,IA
1986-09-06,3220,IA
1986-09-13,2581,IA
1986-09-20,2498,IA
1986-09-27,2511,IA
1986-10-04,3095,IA
1986-10-11,3188,IA
1986-10-18,2850,IA
1986-10-25,2417,IA
1986-11-01,2839,IA
1986-11-08,3235,IA
1986-11-15,4615,IA
1986-11-22,4009,IA
1986-11-29,3169,IA
1986-12-06,4527,IA
1986-12-13,4311,IA
1986-12-20,3944,IA
1986-12-27,5280,IA
1987-01-03,4903,IA
1987-01-10,7461,IA
1987-01-17,4252,IA
1987-01-24,3415,IA
1987-01-31,3364,IA
1987-02-07,3427,IA
1987-02-14,2742,IA
1987-02-21,2848,IA
1987-02-28,2836,IA
1987-03-07,2836,IA
1987-03-14,2337,IA
1987-03-21,2404,IA
1987-03-28,2166,IA
1987-04-04,2271,IA
1987-04-11,3026,IA
1987-04-18,2787,IA
1987-04-25,2271,IA
1987-05-02,2004,IA
1987-05-09,2077,IA
1987-05-16,1964,IA
1987-05-23,2052,IA
1987-05-30,2306,IA
1987-06-06,2532,IA
1987-06-13,2455,IA
1987-06-20,2173,IA
1987-06-27,2089,IA
1987-07-04,2567,IA
1987-07-11,3237,IA
1987-07-18,2594,IA
1987-07-25,2114,IA
1987-08-01,2166,IA
1987-08-08,2121,IA
1987-08-15,1946,IA
1987-08-22,1938,IA
1987-08-29,2779,IA
1987-09-05,1984,IA
1987-09-12,1364,IA
1987-09-19,2294,IA
1987-09-26,1578,IA
1987-10-03,1670,IA
1987-10-10,2544,IA
1987-10-17,1853,IA
1987-10-24,3111,IA
1987-10-31,1997,IA
1987-11-07,2595,IA
1987-11-14,2826,IA
1987-11-21,3023,IA
1987-11-28,2208,IA
1987-12-05,4101,IA
1987-12-12,3096,IA
1987-12-19,3493,IA
1987-12-26,4766,IA
1988-01-02,3037,IA
1988-01-09,8380,IA
1988-01-16,3799,IA
1988-01-23,2546,IA
1988-01-30,2853,IA
1988-02-06,2962,IA
1988-02-13,2560,IA
1988-02-20,2296,IA
1988-02-27,2168,IA
1988-03-05,2010,IA
1988-03-12,2236,IA
1988-03-19,2131,IA
1988-03-26,1841,IA
1988-04-02,1491,IA
1988-04-09,4521,IA
1988-04-16,1735,IA
1988-04-23,2117,IA
1988-04-30,1831,IA
1988-05-07,1713,IA
1988-05-14,1814,IA
1988-05-21,1837,IA
1988-05-28,1480,IA
1988-06-04,1455,IA
1988-06-11,2001,IA
1988-06-18,1934,IA
1988-06-25,1791,IA
1988-07-02,2212,IA
1988-07-09,3010,IA
1988-07-16,1944,IA
1988-07-23,1991,IA
1988-07-30,2644,IA
1988-08-06,2089,IA
1988-08-13,1889,IA
1988-08-20,2861,IA
1988-08-27,2004,IA
1988-09-03,1699,IA
1988-09-10,1178,IA
1988-09-17,1378,IA
1988-09-24,1331,IA
1988-10-01,1279,IA
1988-10-08,2011,IA
1988-10-15,1712,IA
1988-10-22,2191,IA
1988-10-29,1791,IA
1988-11-05,2181,IA
1988-11-12,1881,IA
1988-11-19,2873,IA
1988-11-26,3025,IA
1988-12-03,3748,IA
1988-12-10,3089,IA
1988-12-17,3143,IA
1988-12-24,4744,IA
1988-12-31,5879,IA
1989-01-07,7247,IA
1989-01-14,3825,IA
1989-01-21,2672,IA
1989-01-28,2787,IA
1989-02-04,2760,IA
1989-02-11,3348,IA
1989-02-18,2555,IA
1989-02-25,2079,IA
1989-03-04,2296,IA
1989-03-11,2368,IA
1989-03-18,1976,IA
1989-03-25,1734,IA
1989-04-01,1562,IA
1989-04-08,2654,IA
1989-04-15,1713,IA
1989-04-22,1923,IA
1989-04-29,1795,IA
1989-05-06,1869,IA
1989-05-13,1512,IA
1989-05-20,1580,IA
1989-05-27,1567,IA
1989-06-03,3232,IA
1989-06-10,1760,IA
1989-06-17,1587,IA
1989-06-24,1875,IA
1989-07-01,3219,IA
1989-07-08,4450,IA
1989-07-15,2249,IA
1989-07-22,2298,IA
1989-07-29,2256,IA
1989-08-05,3521,IA
1989-08-12,3749,IA
1989-08-19,1618,IA
1989-08-26,1789,IA
1989-09-02,1987,IA
1989-09-09,1621,IA
1989-09-16,1445,IA
1989-09-23,1366,IA
1989-09-30,1345,IA
1989-10-07,2483,IA
1989-10-14,2011,IA
1989-10-21,3312,IA
1989-10-28,3121,IA
1989-11-04,2455,IA
1989-11-11,2259,IA
1989-11-18,2985,IA
1989-11-25,3689,IA
1989-12-02,3979,IA
1989-12-09,3528,IA
1989-12-16,5062,IA
1989-12-23,7554,IA
1989-12-30,7562,IA
1990-01-06,3834,IA
1990-01-13,5602,IA
1990-01-20,2973,IA
1990-01-27,3293,IA
1990-02-03,3600,IA
1990-02-10,2568,IA
1990-02-17,2248,IA
1990-02-24,2365,IA
1990-03-03,2775,IA
1990-03-10,3990,IA
1990-03-17,2494,IA
1990-03-24,1953,IA
1990-03-31,1793,IA
1990-04-07,2989,IA
1990-04-14,1940,IA
1990-04-21,1794,IA
1990-04-28,1569,IA
1990-05-05,1978,IA
1990-05-12,1780,IA
1990-05-19,1805,IA
1990-05-26,1737,IA
1990-06-02,1516,IA
1990-06-09,1819,IA
1990-06-16,1657,IA
1990-06-23,1793,IA
1990-06-30,1796,IA
1990-07-07,3970,IA
1990-07-14,2389,IA
1990-07-21,2153,IA
1990-07-28,2290,IA
1990-08-04,2436,IA
1990-08-11,3339,IA
1990-08-18,1558,IA
1990-08-25,2458,IA
1990-09-01,1826,IA
1990-09-08,1594,IA
1990-09-15,1516,IA
1990-09-22,1510,IA
1990-09-29,1536,IA
1990-10-06,3340,IA
1990-10-13,2388,IA
1990-10-20,3551,IA
1990-10-27,3923,IA
1990-11-03,2989,IA
1990-11-10,3006,IA
1990-11-17,2935,IA
1990-11-24,6495,IA
1990-12-01,7422,IA
1990-12-08,5034,IA
1990-12-15,3785,IA
1990-12-22,8106,IA
1990-12-29,10877,IA
1991-01-05,5620,IA
1991-01-12,6372,IA
1991-01-19,4056,IA
1991-01-26,3521,IA
1991-02-02,3628,IA
1991-02-09,3782,IA
1991-02-16,2830,IA
1991-02-23,2915,IA
1991-03-02,3012,IA
1991-03-09,2822,IA
1991-03-16,2953,IA
1991-03-23,2510,IA
1991-03-30,2882,IA
1991-04-06,2373,IA
1991-04-13,3046,IA
1991-04-20,2419,IA
1991-04-27,2187,IA
1991-05-04,5099,IA
1991-05-11,2192,IA
1991-05-18,2119,IA
1991-05-25,2020,IA
1991-06-01,1745,IA
1991-06-08,3999,IA
1991-06-15,3349,IA
1991-06-22,1994,IA
1991-06-29,1997,IA
1991-07-06,3393,IA
1991-07-13,3601,IA
1991-07-20,3402,IA
1991-07-27,4270,IA
